Sales Person,Country,Product,Date,Amount,Boxes Shipped
Kaine Padly,UK,Manuka Honey Choco,19-May-22,"$6,979 ",446
Jehu Rudeforth,UK,After Nines,7-Jun-22,$273 ,273
Mallorie Waber,Australia,Almond Choco,13-Apr-22,"$2,352 ",370
Camilla Castle,Australia,Mint Chip Choco,4-Jan-22,"$7,952 ",280
Karlen McCaffrey,India,Fruit & Nut Bars,8-Feb-22,"$7,952 ",84
Dennison Crosswaite,New Zealand,Baker's Choco Chips,11-Apr-22,"$5,152 ",14
Gigi Bohling,New Zealand,Orange Choco,27-Jan-22,"$5,250 ",132
Jan Morforth,Australia,50% Dark Bites,18-Aug-22,"$1,645 ",358
Jan Morforth,New Zealand,Caramel Stuffed Bars,14-Mar-22,$693 ,202
Marney O'Breen,UK,Manuka Honey Choco,11-Aug-22,"$4,606 ",227
Kelci Walkden,India,Drinking Coco,18-Apr-22,"$2,898 ",477
Barr Faughny,India,Orange Choco,6-Jul-22,$203 ,146
Kaine Padly,Canada,99% Dark & Pure,18-Aug-22,"$9,198 ",91
Roddy Speechley,India,White Choc,29-Apr-22,"$14,798 ",188
Karlen McCaffrey,USA,Milk Bars,11-Mar-22,"$6,713 ",44
Rafaelita Blaksland,Australia,Mint Chip Choco,19-Aug-22,"$10,633 ",124
Curtice Advani,UK,Organic Choco Syrup,20-May-22,"$6,237 ",38
Dennison Crosswaite,Canada,Almond Choco,26-Aug-22,"$2,149 ",120
Camilla Castle,USA,Caramel Stuffed Bars,25-Jul-22,"$1,953 ",68
Van Tuxwell,USA,After Nines,12-Jan-22,"$5,936 ",165
Gunar Cockshoot,India,Mint Chip Choco,10-May-22,"$6,811 ",211
Marney O'Breen,New Zealand,Choco Coated Almonds,14-Jul-22,"$9,338 ",334
Curtice Advani,New Zealand,50% Dark Bites,28-Jan-22,"$6,139 ",244
Husein Augar,Australia,Caramel Stuffed Bars,24-Aug-22,"$12,173 ",285
Oby Sorrel,India,70% Dark Bites,28-Apr-22,"$3,199 ",336
Wilone O'Kielt,UK,Almond Choco,31-Mar-22,"$9,324 ",185
Ches Bonnell,Canada,Baker's Choco Chips,8-Mar-22,"$1,190 ",123
Wilone O'Kielt,India,White Choc,8-Mar-22,"$2,905 ",341
Rafaelita Blaksland,Australia,99% Dark & Pure,5-Jan-22,"$5,579 ",145
Wilone O'Kielt,India,85% Dark Bars,7-Jan-22,"$1,589 ",591
Rafaelita Blaksland,New Zealand,99% Dark & Pure,16-Aug-22,"$2,674 ",323
Dotty Strutley,Australia,After Nines,2-Aug-22,"$1,869 ",91
Kelci Walkden,New Zealand,Caramel Stuffed Bars,15-Apr-22,"$8,134 ",73
Wilone O'Kielt,India,Spicy Special Slims,8-Mar-22,"$9,205 ",238
Dotty Strutley,Australia,Orange Choco,10-Mar-22,"$1,687 ",223
Beverie Moffet,Australia,Milk Bars,19-Jan-22,"$10,969 ",368
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,7-Jun-22,"$1,421 ",239
Andria Kimpton,USA,Manuka Honey Choco,27-Jun-22,$644 ,518
Roddy Speechley,Canada,Caramel Stuffed Bars,26-Apr-22,"$3,584 ",22
Dotty Strutley,UK,Manuka Honey Choco,21-Jul-22,"$9,625 ",180
Dennison Crosswaite,Australia,Baker's Choco Chips,29-Jul-22,"$3,269 ",211
Roddy Speechley,India,85% Dark Bars,20-Apr-22,"$6,342 ",289
Andria Kimpton,Australia,White Choc,30-Aug-22,"$10,122 ",305
Ches Bonnell,New Zealand,Fruit & Nut Bars,17-Feb-22,"$7,154 ",138
Beverie Moffet,Australia,Eclairs,3-Jun-22,"$10,927 ",121
Andria Kimpton,New Zealand,99% Dark & Pure,5-May-22,"$8,848 ",120
Rafaelita Blaksland,New Zealand,Smooth Sliky Salty,27-Jan-22,"$3,654 ",129
Curtice Advani,Australia,Spicy Special Slims,26-Aug-22,"$5,397 ",79
Dennison Crosswaite,UK,Orange Choco,30-Mar-22,"$18,340 ",188
Karlen McCaffrey,USA,50% Dark Bites,3-Jun-22,$364 ,148
Karlen McCaffrey,USA,85% Dark Bars,9-Feb-22,"$5,103 ",347
Karlen McCaffrey,Australia,Smooth Sliky Salty,12-Jan-22,"$6,090 ",351
Jan Morforth,New Zealand,Fruit & Nut Bars,15-Aug-22,"$6,090 ",387
Rafaelita Blaksland,UK,White Choc,25-Apr-22,"$3,906 ",74
Husein Augar,Australia,Caramel Stuffed Bars,11-May-22,$973 ,70
Andria Kimpton,New Zealand,Eclairs,27-Apr-22,"$14,525 ",222
Karlen McCaffrey,Canada,Smooth Sliky Salty,5-Jul-22,"$5,243 ",138
Marney O'Breen,India,After Nines,13-Jun-22,"$15,099 ",258
Karlen McCaffrey,Canada,Mint Chip Choco,16-Feb-22,$952 ,341
Karlen McCaffrey,USA,Choco Coated Almonds,27-Jul-22,"$4,396 ",128
Marney O'Breen,New Zealand,85% Dark Bars,10-Mar-22,"$5,810 ",75
Marney O'Breen,Canada,Raspberry Choco,25-Jan-22,"$6,468 ",342
Marney O'Breen,Canada,After Nines,21-Jan-22,"$22,050 ",150
Jehu Rudeforth,UK,Caramel Stuffed Bars,26-Apr-22,"$12,516 ",188
Oby Sorrel,Canada,85% Dark Bars,15-Jul-22,"$11,571 ",203
Karlen McCaffrey,Canada,Baker's Choco Chips,8-Apr-22,"$5,425 ",406
Ches Bonnell,Australia,Manuka Honey Choco,17-Jun-22,"$2,331 ",235
Camilla Castle,India,85% Dark Bars,8-Feb-22,$581 ,15
Andria Kimpton,UK,Manuka Honey Choco,26-Apr-22,"$10,500 ",228
Mallorie Waber,USA,Fruit & Nut Bars,9-Aug-22,"$7,294 ",421
Roddy Speechley,Australia,99% Dark & Pure,30-Mar-22,"$9,324 ",40
Rafaelita Blaksland,Canada,50% Dark Bites,24-Jun-22,"$6,944 ",183
Madelene Upcott,USA,Fruit & Nut Bars,29-Mar-22,"$4,403 ",464
Ches Bonnell,Canada,White Choc,31-Aug-22,"$3,038 ",96
Marney O'Breen,Australia,Manuka Honey Choco,2-Jun-22,"$1,897 ",196
Camilla Castle,Australia,Milk Bars,21-Jun-22,"$3,017 ",408
Kelci Walkden,UK,Spicy Special Slims,22-Apr-22,"$7,252 ",341
Mallorie Waber,USA,Fruit & Nut Bars,7-Mar-22,"$5,299 ",251
Madelene Upcott,UK,Manuka Honey Choco,24-Aug-22,"$16,114 ",275
Mallorie Waber,Australia,White Choc,18-Jan-22,"$12,271 ",98
Kelci Walkden,India,After Nines,29-Jun-22,"$8,309 ",260
Gigi Bohling,Canada,Smooth Sliky Salty,22-Mar-22,"$10,927 ",171
Van Tuxwell,Australia,Fruit & Nut Bars,12-Jul-22,$952 ,73
Van Tuxwell,UK,50% Dark Bites,16-Aug-22,"$9,282 ",123
Kelci Walkden,Australia,Peanut Butter Cubes,10-Jan-22,"$2,604 ",296
Camilla Castle,India,Spicy Special Slims,30-Aug-22,"$5,782 ",137
Rafaelita Blaksland,Canada,Fruit & Nut Bars,18-Jan-22,"$6,167 ",3
Jan Morforth,India,50% Dark Bites,30-May-22,"$14,238 ",162
Camilla Castle,UK,Fruit & Nut Bars,29-Apr-22,"$5,558 ",709
Oby Sorrel,UK,Caramel Stuffed Bars,26-Jan-22,"$6,034 ",339
Dotty Strutley,New Zealand,50% Dark Bites,10-Feb-22,"$3,171 ",261
Andria Kimpton,UK,Peanut Butter Cubes,11-Apr-22,"$3,472 ",174
Gigi Bohling,UK,Orange Choco,22-Jun-22,"$10,031 ",58
Marney O'Breen,UK,Mint Chip Choco,8-Feb-22,"$2,702 ",709
Roddy Speechley,New Zealand,Drinking Coco,20-Jan-22,"$11,116 ",312
Kaine Padly,Canada,Baker's Choco Chips,28-Jul-22,"$10,976 ",226
Camilla Castle,USA,Eclairs,23-May-22,"$7,588 ",10
Husein Augar,India,50% Dark Bites,22-Jun-22,"$2,926 ",257
Jehu Rudeforth,New Zealand,Orange Choco,7-Jan-22,"$6,321 ",261
Andria Kimpton,Canada,Spicy Special Slims,25-Jan-22,"$13,356 ",261
Marney O'Breen,Australia,Peanut Butter Cubes,24-Feb-22,"$3,213 ",709
Mallorie Waber,India,Milk Bars,15-Apr-22,"$1,722 ",51
Gunar Cockshoot,India,Milk Bars,25-Mar-22,$273 ,344
Jan Morforth,USA,Spicy Special Slims,30-Mar-22,$700 ,1
Curtice Advani,New Zealand,Raspberry Choco,20-May-22,"$13,258 ",614
Andria Kimpton,Canada,Caramel Stuffed Bars,29-Apr-22,"$6,594 ",316
Gigi Bohling,New Zealand,50% Dark Bites,7-Jul-22,"$2,744 ",18
Beverie Moffet,Canada,99% Dark & Pure,10-May-22,"$3,647 ",153
Husein Augar,New Zealand,Almond Choco,26-May-22,"$11,956 ",82
Marney O'Breen,UK,Almond Choco,4-May-22,"$8,393 ",361
Oby Sorrel,New Zealand,Caramel Stuffed Bars,10-Jan-22,"$1,652 ",407
Kelci Walkden,Australia,Drinking Coco,28-Jul-22,"$6,167 ",410
Mallorie Waber,Canada,Fruit & Nut Bars,28-Jan-22,"$4,627 ",347
Husein Augar,UK,Fruit & Nut Bars,7-Jan-22,"$5,775 ",283
Mallorie Waber,UK,Eclairs,11-Mar-22,"$4,550 ",53
Camilla Castle,New Zealand,Raspberry Choco,23-Jun-22,"$7,350 ",170
Rafaelita Blaksland,Australia,Choco Coated Almonds,17-Jan-22,"$6,111 ",348
Karlen McCaffrey,USA,Peanut Butter Cubes,3-Jun-22,"$5,775 ",149
Brien Boise,India,50% Dark Bites,15-Jun-22,"$1,729 ",304
Barr Faughny,UK,Eclairs,9-Aug-22,"$2,933 ",90
Ches Bonnell,Australia,Peanut Butter Cubes,2-May-22,"$1,582 ",186
Rafaelita Blaksland,Australia,Baker's Choco Chips,24-Jan-22,"$13,888 ",432
Husein Augar,India,Orange Choco,9-Mar-22,"$4,389 ",52
Curtice Advani,UK,50% Dark Bites,15-Apr-22,"$4,844 ",342
Barr Faughny,Australia,Peanut Butter Cubes,1-Jun-22,"$8,939 ",185
Gunar Cockshoot,UK,Spicy Special Slims,21-Jan-22,"$3,528 ",190
Gunar Cockshoot,India,After Nines,14-Apr-22,"$3,507 ",518
Dotty Strutley,New Zealand,Choco Coated Almonds,14-Apr-22,$112 ,181
Jehu Rudeforth,UK,White Choc,16-Feb-22,$672 ,322
Barr Faughny,UK,Baker's Choco Chips,6-Jul-22,"$4,627 ",122
Van Tuxwell,New Zealand,White Choc,7-Jul-22,"$6,713 ",100
Jan Morforth,UK,Milk Bars,31-Aug-22,"$6,888 ",363
Marney O'Breen,USA,Eclairs,11-Feb-22,"$3,052 ",10
Oby Sorrel,Australia,99% Dark & Pure,17-May-22,"$2,744 ",217
Madelene Upcott,New Zealand,Manuka Honey Choco,2-Aug-22,"$8,575 ",179
Madelene Upcott,India,Orange Choco,13-Jan-22,"$5,775 ",406
Jan Morforth,Canada,Raspberry Choco,1-Jul-22,"$6,342 ",63
Mallorie Waber,USA,99% Dark & Pure,1-Mar-22,"$7,231 ",410
Kelci Walkden,Australia,After Nines,26-Apr-22,"$14,238 ",182
Barr Faughny,New Zealand,Choco Coated Almonds,24-May-22,"$7,133 ",495
Dennison Crosswaite,New Zealand,Choco Coated Almonds,19-Aug-22,"$8,379 ",118
Marney O'Breen,UK,85% Dark Bars,25-Jul-22,"$5,327 ",107
Husein Augar,USA,Caramel Stuffed Bars,28-Jun-22,"$8,981 ",282
Ches Bonnell,UK,Organic Choco Syrup,29-Mar-22,"$4,844 ",108
Van Tuxwell,Australia,Eclairs,25-Jan-22,"$4,844 ",51
Curtice Advani,USA,50% Dark Bites,26-Apr-22,"$2,800 ",178
Van Tuxwell,Canada,Manuka Honey Choco,18-Apr-22,"$12,327 ",94
Mallorie Waber,Australia,Caramel Stuffed Bars,18-Aug-22,"$2,989 ",189
Brien Boise,USA,99% Dark & Pure,15-Feb-22,$959 ,113
Barr Faughny,Canada,50% Dark Bites,27-Apr-22,"$3,164 ",289
Marney O'Breen,India,Smooth Sliky Salty,19-Apr-22,"$1,358 ",5
Gigi Bohling,UK,Milk Bars,22-Aug-22,"$4,879 ",261
Rafaelita Blaksland,India,After Nines,4-Jul-22,"$3,556 ",219
Gigi Bohling,Canada,Manuka Honey Choco,23-Mar-22,"$3,997 ",256
Roddy Speechley,Australia,Baker's Choco Chips,10-May-22,"$3,395 ",468
Kelci Walkden,India,Orange Choco,2-Aug-22,"$1,232 ",348
Brien Boise,New Zealand,Caramel Stuffed Bars,11-Jul-22,"$6,818 ",289
Karlen McCaffrey,Australia,After Nines,20-May-22,$735 ,447
Madelene Upcott,Australia,Caramel Stuffed Bars,18-Mar-22,"$9,982 ",308
Gunar Cockshoot,Canada,Fruit & Nut Bars,11-Aug-22,"$4,802 ",158
Kaine Padly,New Zealand,Baker's Choco Chips,5-Apr-22,"$4,515 ",92
Kelci Walkden,Canada,Orange Choco,28-Mar-22,"$12,425 ",265
Husein Augar,Australia,Eclairs,5-May-22,"$11,200 ",50
Dotty Strutley,New Zealand,Manuka Honey Choco,25-Mar-22,$679 ,247
Jehu Rudeforth,New Zealand,Milk Bars,27-Jan-22,"$1,722 ",217
Jan Morforth,India,Almond Choco,11-Feb-22,"$3,857 ",99
Kaine Padly,New Zealand,Caramel Stuffed Bars,5-Jan-22,"$5,593 ",303
Dennison Crosswaite,Canada,Milk Bars,24-Mar-22,"$2,961 ",301
Madelene Upcott,New Zealand,Choco Coated Almonds,1-Aug-22,"$8,064 ",477
Oby Sorrel,UK,85% Dark Bars,2-Jun-22,"$1,309 ",40
Barr Faughny,USA,99% Dark & Pure,30-May-22,"$3,780 ",70
Van Tuxwell,India,70% Dark Bites,17-May-22,"$7,357 ",248
Curtice Advani,New Zealand,70% Dark Bites,14-Feb-22,"$10,479 ",390
Ches Bonnell,USA,Orange Choco,18-Apr-22,"$4,802 ",96
Kaine Padly,New Zealand,Milk Bars,13-Apr-22,"$10,689 ",139
Barr Faughny,Australia,After Nines,31-Jan-22,"$7,504 ",234
Jan Morforth,USA,Spicy Special Slims,19-Apr-22,"$7,462 ",74
Ches Bonnell,New Zealand,Smooth Sliky Salty,9-Mar-22,"$3,136 ",342
Dotty Strutley,Australia,Organic Choco Syrup,18-May-22,"$14,028 ",313
Karlen McCaffrey,USA,Caramel Stuffed Bars,11-Aug-22,"$2,030 ",24
Camilla Castle,New Zealand,After Nines,15-Feb-22,"$8,848 ",285
Van Tuxwell,Canada,Manuka Honey Choco,11-Mar-22,"$8,512 ",40
Oby Sorrel,UK,Fruit & Nut Bars,23-Jun-22,"$2,044 ",137
Camilla Castle,UK,Raspberry Choco,6-Jun-22,"$12,726 ",180
Gigi Bohling,USA,Peanut Butter Cubes,6-May-22,"$8,883 ",108
Karlen McCaffrey,UK,85% Dark Bars,11-Aug-22,"$10,724 ",15
Gunar Cockshoot,New Zealand,After Nines,1-Apr-22,"$9,660 ",187
Barr Faughny,UK,Spicy Special Slims,17-Aug-22,"$3,556 ",415
Barr Faughny,USA,Manuka Honey Choco,14-Mar-22,"$2,583 ",84
Ches Bonnell,USA,Baker's Choco Chips,28-Feb-22,"$5,096 ",209
Madelene Upcott,Canada,Raspberry Choco,2-Mar-22,"$2,597 ",238
Jan Morforth,Australia,50% Dark Bites,30-Aug-22,"$5,768 ",244
Roddy Speechley,India,Choco Coated Almonds,18-May-22,"$9,338 ",377
Jan Morforth,USA,Mint Chip Choco,25-Feb-22,"$4,347 ",170
Madelene Upcott,India,After Nines,3-May-22,"$3,381 ",227
Rafaelita Blaksland,Australia,Smooth Sliky Salty,9-May-22,"$14,539 ",300
Dennison Crosswaite,USA,Drinking Coco,22-Aug-22,"$1,190 ",178
Brien Boise,UK,Manuka Honey Choco,24-Jan-22,"$6,272 ",269
Curtice Advani,USA,Raspberry Choco,10-Jan-22,"$5,810 ",185
Barr Faughny,India,70% Dark Bites,25-Jul-22,"$1,876 ",211
Oby Sorrel,India,Orange Choco,19-Jul-22,$749 ,322
Van Tuxwell,USA,Choco Coated Almonds,18-Apr-22,"$11,788 ",29
Curtice Advani,UK,Choco Coated Almonds,20-Jun-22,"$12,271 ",133
Andria Kimpton,New Zealand,Raspberry Choco,29-Jul-22,"$11,718 ",113
Jan Morforth,New Zealand,50% Dark Bites,31-Aug-22,$609 ,176
Mallorie Waber,New Zealand,85% Dark Bars,25-Feb-22,"$10,038 ",261
Roddy Speechley,Canada,White Choc,8-Jun-22,"$5,425 ",410
Marney O'Breen,UK,Raspberry Choco,18-Aug-22,"$3,990 ",13
Camilla Castle,Australia,After Nines,17-Jan-22,"$6,839 ",194
Roddy Speechley,New Zealand,Milk Bars,7-Jun-22,"$7,161 ",195
Jan Morforth,Canada,Fruit & Nut Bars,6-Apr-22,"$3,528 ",181
Rafaelita Blaksland,Australia,Fruit & Nut Bars,31-Aug-22,"$10,458 ",19
Jehu Rudeforth,Canada,Mint Chip Choco,17-Jun-22,"$4,872 ",22
Oby Sorrel,Canada,White Choc,15-Apr-22,"$9,268 ",145
Van Tuxwell,Canada,Mint Chip Choco,12-Jan-22,"$12,327 ",356
Dennison Crosswaite,Canada,Manuka Honey Choco,26-Aug-22,"$1,617 ",57
Jan Morforth,USA,Baker's Choco Chips,22-Feb-22,"$9,660 ",336
Dotty Strutley,India,Peanut Butter Cubes,4-Jul-22,"$11,116 ",310
Dotty Strutley,Canada,White Choc,2-Aug-22,"$7,770 ",520
Jan Morforth,India,White Choc,29-Apr-22,"$7,252 ",280
Marney O'Breen,Australia,70% Dark Bites,2-Mar-22,"$5,593 ",181
Van Tuxwell,UK,85% Dark Bars,6-Jun-22,"$9,835 ",24
Van Tuxwell,India,85% Dark Bars,17-Jun-22,$301 ,413
Brien Boise,India,White Choc,28-Mar-22,$679 ,80
Gunar Cockshoot,UK,Fruit & Nut Bars,16-Aug-22,"$1,953 ",508
Brien Boise,India,99% Dark & Pure,22-Jul-22,"$4,676 ",59
Husein Augar,New Zealand,Organic Choco Syrup,15-Apr-22,"$11,550 ",359
Curtice Advani,Australia,Caramel Stuffed Bars,11-Mar-22,"$11,298 ",131
Jehu Rudeforth,UK,50% Dark Bites,25-Aug-22,"$4,312 ",262
Barr Faughny,Australia,Organic Choco Syrup,5-May-22,"$4,802 ",228
Madelene Upcott,USA,Raspberry Choco,27-Apr-22,"$1,428 ",29
Ches Bonnell,UK,Drinking Coco,15-Apr-22,$476 ,359
Wilone O'Kielt,Canada,85% Dark Bars,27-Jun-22,"$2,863 ",318
Oby Sorrel,UK,Milk Bars,19-Jul-22,"$6,986 ",299
Gunar Cockshoot,UK,Fruit & Nut Bars,14-Apr-22,"$2,660 ",132
Curtice Advani,UK,Orange Choco,25-Feb-22,"$14,238 ",520
Kelci Walkden,USA,85% Dark Bars,25-Aug-22,"$16,233 ",226
Gigi Bohling,Canada,Drinking Coco,22-Mar-22,"$1,750 ",89
Gigi Bohling,UK,Smooth Sliky Salty,14-Mar-22,"$18,340 ",150
Marney O'Breen,New Zealand,Smooth Sliky Salty,22-Apr-22,"$4,256 ",91
Barr Faughny,USA,Spicy Special Slims,28-Jun-22,$112 ,39
Dotty Strutley,New Zealand,Drinking Coco,28-Mar-22,"$11,823 ",389
Gigi Bohling,India,Baker's Choco Chips,23-Feb-22,"$8,575 ",68
Madelene Upcott,USA,Choco Coated Almonds,26-Apr-22,"$2,821 ",320
Jan Morforth,India,85% Dark Bars,30-Mar-22,"$1,162 ",33
Kaine Padly,Canada,Drinking Coco,25-Jan-22,"$1,939 ",24
Kaine Padly,USA,Organic Choco Syrup,13-Jan-22,"$8,575 ",131
Dennison Crosswaite,New Zealand,Peanut Butter Cubes,1-Jul-22,$938 ,285
Dotty Strutley,UK,50% Dark Bites,1-Feb-22,"$15,652 ",200
Gunar Cockshoot,UK,After Nines,16-May-22,"$6,069 ",344
Gigi Bohling,Canada,Milk Bars,3-Feb-22,"$6,307 ",260
Gigi Bohling,New Zealand,Eclairs,23-Jun-22,"$6,069 ",457
Madelene Upcott,New Zealand,Milk Bars,5-Jul-22,"$1,099 ",50
Marney O'Breen,India,Eclairs,2-Mar-22,"$2,898 ",252
Kelci Walkden,New Zealand,Milk Bars,12-Aug-22,$364 ,508
Jehu Rudeforth,India,Fruit & Nut Bars,19-May-22,"$3,052 ",54
Oby Sorrel,Australia,Orange Choco,29-Jul-22,"$5,187 ",207
Barr Faughny,Canada,Mint Chip Choco,25-Apr-22,$889 ,338
Oby Sorrel,Canada,Eclairs,14-Jul-22,"$5,936 ",38
Andria Kimpton,India,After Nines,19-Jul-22,"$6,559 ",475
Gigi Bohling,UK,99% Dark & Pure,8-Aug-22,"$2,170 ",159
Brien Boise,India,Smooth Sliky Salty,26-May-22,"$6,706 ",321
Wilone O'Kielt,New Zealand,Choco Coated Almonds,6-Jul-22,"$3,738 ",287
Ches Bonnell,Canada,Fruit & Nut Bars,26-Jan-22,"$7,721 ",464
Van Tuxwell,New Zealand,70% Dark Bites,22-Jun-22,$252 ,123
Dotty Strutley,Canada,Fruit & Nut Bars,5-Apr-22,"$4,263 ",109
Ches Bonnell,UK,After Nines,4-Mar-22,"$8,428 ",581
Wilone O'Kielt,USA,Peanut Butter Cubes,23-Jun-22,$378 ,299
Gigi Bohling,UK,Mint Chip Choco,26-Jul-22,"$7,602 ",141
Dotty Strutley,Canada,Eclairs,4-Aug-22,"$7,924 ",121
Beverie Moffet,New Zealand,Spicy Special Slims,13-Jul-22,"$9,989 ",11
Beverie Moffet,Australia,Peanut Butter Cubes,27-Jan-22,"$10,633 ",40
Roddy Speechley,India,Eclairs,30-Mar-22,"$14,504 ",447
Madelene Upcott,India,99% Dark & Pure,22-Apr-22,"$7,490 ",79
Oby Sorrel,UK,Organic Choco Syrup,22-Jun-22,"$12,026 ",129
Madelene Upcott,Australia,Drinking Coco,7-Jul-22,"$3,997 ",178
Ches Bonnell,Canada,Milk Bars,25-Mar-22,"$5,642 ",215
Jehu Rudeforth,USA,Baker's Choco Chips,5-May-22,"$3,626 ",86
Husein Augar,Canada,Raspberry Choco,7-Jan-22,"$6,678 ",157
Wilone O'Kielt,New Zealand,White Choc,1-Mar-22,"$8,148 ",294
Rafaelita Blaksland,USA,Orange Choco,28-Jun-22,$721 ,358
Gigi Bohling,UK,Manuka Honey Choco,11-May-22,"$14,763 ",395
Andria Kimpton,Australia,Organic Choco Syrup,4-Mar-22,"$1,309 ",103
Andria Kimpton,India,50% Dark Bites,8-Aug-22,"$15,491 ",51
Jan Morforth,New Zealand,White Choc,16-Jun-22,"$7,413 ",402
Mallorie Waber,New Zealand,Fruit & Nut Bars,8-Feb-22,"$2,366 ",171
Van Tuxwell,USA,Organic Choco Syrup,7-Jun-22,"$3,080 ",53
Marney O'Breen,India,Raspberry Choco,1-Jun-22,"$5,502 ",203
Wilone O'Kielt,Australia,Peanut Butter Cubes,16-May-22,"$17,626 ",55
Rafaelita Blaksland,India,Mint Chip Choco,21-Apr-22,"$12,565 ",295
Barr Faughny,USA,Drinking Coco,20-Jun-22,"$6,048 ",202
Roddy Speechley,USA,Eclairs,6-May-22,$497 ,156
Marney O'Breen,New Zealand,After Nines,18-Feb-22,"$8,939 ",31
Gunar Cockshoot,New Zealand,Baker's Choco Chips,16-May-22,"$5,509 ",284
Jan Morforth,India,Spicy Special Slims,10-May-22,"$7,231 ",265
Van Tuxwell,Australia,Milk Bars,11-Jul-22,"$5,243 ",125
Wilone O'Kielt,UK,50% Dark Bites,23-May-22,"$6,048 ",55
Marney O'Breen,Canada,After Nines,13-May-22,"$3,171 ",22
Kaine Padly,New Zealand,Organic Choco Syrup,11-May-22,"$3,374 ",18
Dotty Strutley,New Zealand,70% Dark Bites,4-Aug-22,"$9,324 ",286
Camilla Castle,New Zealand,Caramel Stuffed Bars,13-Jun-22,"$11,389 ",295
Madelene Upcott,New Zealand,85% Dark Bars,5-Jan-22,"$10,633 ",432
Marney O'Breen,Australia,Fruit & Nut Bars,4-Apr-22,"$5,313 ",227
Rafaelita Blaksland,Canada,Milk Bars,11-Mar-22,"$1,939 ",371
Kaine Padly,Canada,Eclairs,27-Jan-22,"$13,447 ",243
Camilla Castle,Canada,Almond Choco,31-Jan-22,$651 ,111
Gigi Bohling,Canada,Almond Choco,20-Apr-22,"$1,274 ",189
Rafaelita Blaksland,UK,Baker's Choco Chips,24-May-22,"$2,597 ",227
Mallorie Waber,New Zealand,Mint Chip Choco,10-Feb-22,"$14,504 ",488
Dotty Strutley,New Zealand,Caramel Stuffed Bars,7-Mar-22,"$9,506 ",401
Karlen McCaffrey,USA,85% Dark Bars,1-Apr-22,"$1,876 ",581
Barr Faughny,India,Raspberry Choco,28-Apr-22,$721 ,403
Marney O'Breen,India,70% Dark Bites,3-May-22,"$7,413 ",430
Beverie Moffet,UK,Milk Bars,7-Mar-22,$448 ,342
Curtice Advani,India,After Nines,18-May-22,"$8,134 ",88
Barr Faughny,Australia,70% Dark Bites,1-Apr-22,"$7,182 ",2
Gigi Bohling,New Zealand,Spicy Special Slims,24-Jun-22,"$7,140 ",132
Karlen McCaffrey,New Zealand,Orange Choco,18-Feb-22,"$2,639 ",84
Oby Sorrel,New Zealand,85% Dark Bars,25-Mar-22,"$3,381 ",309
Mallorie Waber,UK,Milk Bars,6-Apr-22,"$11,564 ",185
Oby Sorrel,Canada,After Nines,9-Mar-22,"$14,287 ",100
Gunar Cockshoot,USA,Drinking Coco,4-May-22,"$4,389 ",80
Mallorie Waber,Canada,Baker's Choco Chips,3-Aug-22,"$3,220 ",62
Karlen McCaffrey,India,Almond Choco,8-Jun-22,"$7,014 ",479
Rafaelita Blaksland,Canada,Raspberry Choco,31-Aug-22,$651 ,395
Dennison Crosswaite,USA,85% Dark Bars,20-Jan-22,"$16,401 ",313
Jan Morforth,USA,Spicy Special Slims,5-May-22,$238 ,187
Marney O'Breen,UK,Caramel Stuffed Bars,8-Feb-22,"$7,952 ",171
Andria Kimpton,Canada,Manuka Honey Choco,11-Aug-22,"$13,405 ",425
Van Tuxwell,USA,Smooth Sliky Salty,12-May-22,"$10,199 ",145
Madelene Upcott,New Zealand,Smooth Sliky Salty,24-Mar-22,"$6,328 ",269
Van Tuxwell,India,Baker's Choco Chips,9-Feb-22,"$1,638 ",330
Marney O'Breen,Canada,50% Dark Bites,19-Apr-22,"$8,099 ",238
Husein Augar,Australia,Milk Bars,8-Jul-22,$791 ,305
Beverie Moffet,Canada,Milk Bars,5-Aug-22,"$6,069 ",86
Dennison Crosswaite,USA,Spicy Special Slims,24-Mar-22,"$9,534 ",99
Curtice Advani,New Zealand,Milk Bars,14-Jul-22,"$1,526 ",158
Gunar Cockshoot,USA,Spicy Special Slims,9-Aug-22,"$7,273 ",359
Madelene Upcott,USA,Orange Choco,8-Mar-22,"$5,474 ",312
Karlen McCaffrey,New Zealand,Drinking Coco,20-Jul-22,"$4,410 ",333
Gigi Bohling,India,White Choc,31-Jan-22,"$5,705 ",265
Jehu Rudeforth,India,Raspberry Choco,25-Mar-22,$980 ,358
Kelci Walkden,Australia,Choco Coated Almonds,14-Feb-22,"$4,753 ",390
Curtice Advani,New Zealand,85% Dark Bars,4-Apr-22,"$6,888 ",420
Roddy Speechley,India,After Nines,23-Jun-22,"$8,169 ",348
Wilone O'Kielt,UK,Mint Chip Choco,8-Mar-22,"$7,798 ",424
Camilla Castle,India,Orange Choco,24-Jan-22,$889 ,287
Jehu Rudeforth,UK,Eclairs,1-Jun-22,"$6,426 ",246
Husein Augar,Australia,85% Dark Bars,19-Jul-22,"$5,313 ",113
Dennison Crosswaite,India,Eclairs,24-May-22,"$6,594 ",79
Ches Bonnell,USA,Spicy Special Slims,7-Jun-22,$252 ,190
Gigi Bohling,India,99% Dark & Pure,19-Apr-22,"$6,811 ",424
Madelene Upcott,Canada,Organic Choco Syrup,8-Feb-22,"$14,749 ",181
